geohash,Commercial/Services_weekday,Culture & Leisure_weekday,Educational_weekday,Healthcare & Welfare_weekday,Residential_weekday,Transportation_weekday,count_weekday,Commercial/Services_holiday,Culture & Leisure_holiday,Educational_holiday,Healthcare & Welfare_holiday,Residential_holiday,Transportation_holiday,count_holiday,Commercial/Services_morning,Culture & Leisure_morning,Educational_morning,Healthcare & Welfare_morning,Residential_morning,Transportation_morning,count_morning,Commercial/Services_afternoon,Culture & Leisure_afternoon,Educational_afternoon,Healthcare & Welfare_afternoon,Residential_afternoon,Transportation_afternoon,count_afternoon,Commercial/Services_evening,Culture & Leisure_evening,Educational_evening,Healthcare & Welfare_evening,Residential_evening,Transportation_evening,count_evening,Commercial/Services_night,Culture & Leisure_night,Educational_night,Healthcare & Welfare_night,Residential_night,Transportation_night,count_night,highway_busway,highway_living_street,highway_motorway,highway_motorway_link,highway_primary,highway_primary_link,highway_residential,highway_secondary,highway_secondary_link,highway_tertiary,highway_tertiary_link,highway_trunk,highway_trunk_link,highway_unclassified,oneway_False,oneway_True,bridge_no,bridge_yes,tunnel_building_passage,tunnel_no,tunnel_yes
xn74ru,1.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,56.0,0.0,0.0,0.0,41.0,252.0,8.0,254.0,6.0,0.0,256.0,4.0
xn74rx,0.2631578947368421,0.0,0.0,0.0,0.0,0.7368421052631579,19.0,0.6,0.0,0.0,0.0,0.0,0.4,5.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.2222222222222222,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,350.0,3.0,345.0,8.0,0.0,353.0,0.0
xn74ry,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,12.0,0.0,72.0,0.0,0.0,50.0,0.0,0.0,0.0,96.0,218.0,17.0,233.0,2.0,0.0,235.0,0.0
xn74vb,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xn74vf,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,24.0,0.0,24.0,0.0,0.0,24.0,0.0
xn74vg,0.8114754098360656,0.1885245901639344,0.0,0.0,0.0,0.0,122.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.7875,0.2125,0.0,0.0,0.0,0.0,80.0,0.9666666666666668,0.0333333333333333,0.0,0.0,0.0,0.0,30.0,0.782608695652174,0.217391304347826,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,56.0,0.0,0.0,24.0,0.0,0.0,0.0,53.0,132.0,3.0,133.0,2.0,0.0,133.0,2.0
xn74vu,0.0445859872611464,0.0,0.0,0.0,0.0,0.9554140127388536,157.0,0.0377358490566037,0.0,0.0,0.0,0.0,0.9622641509433962,106.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.9090909090909092,121.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,12.0,0.0,90.0,0.0,0.0,9.0,2.0,0.0,0.0,49.0,152.0,10.0,162.0,0.0,0.0,161.0,1.0
xn74vv,0.2866449511400651,0.0570032573289902,0.0,0.0,0.0,0.6563517915309446,614.0,0.2870662460567823,0.1167192429022082,0.0,0.0,0.0,0.5962145110410094,317.0,0.1927710843373494,0.0,0.0,0.0,0.0,0.8072289156626506,166.0,0.272189349112426,0.1065088757396449,0.0,0.0,0.0,0.621301775147929,169.0,0.3402489626556016,0.0746887966804979,0.0,0.0,0.0,0.5850622406639004,482.0,0.219298245614035,0.1578947368421052,0.0,0.0,0.0,0.6228070175438597,114.0,0.0,0.0,0.0,0.0,20.0,0.0,135.0,27.0,0.0,23.0,0.0,0.0,0.0,40.0,230.0,15.0,243.0,2.0,0.0,245.0,0.0
xn74vy,1.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,116.0,22.0,0.0,56.0,1.0,28.0,0.0,33.0,246.0,30.0,276.0,0.0,0.0,276.0,0.0
xn74vz,0.136986301369863,0.0,0.0,0.0,0.0,0.863013698630137,73.0,0.6875,0.0,0.0,0.0,0.0,0.3125,16.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,0.5,0.0,0.0,0.0,0.0,0.5,10.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.5555555555555556,27.0,0.1739130434782608,0.0,0.0,0.0,0.0,0.8260869565217391,23.0,0.0,0.0,0.0,0.0,4.0,0.0,104.0,10.0,0.0,28.0,0.0,0.0,0.0,34.0,180.0,0.0,180.0,0.0,0.0,180.0,0.0
xn74w9,0.0746500777604976,0.015552099533437,0.0,0.0062208398133748,0.0,0.9035769828926904,643.0,0.2410958904109589,0.0246575342465753,0.0,0.0136986301369863,0.0,0.7205479452054795,365.0,0.0165975103734439,0.0414937759336099,0.0,0.0,0.0,0.941908713692946,241.0,0.2368421052631578,0.0263157894736842,0.0,0.0052631578947368,0.0,0.7315789473684211,190.0,0.1859410430839002,0.0022675736961451,0.0,0.0181405895691609,0.0,0.7936507936507936,441.0,0.0367647058823529,0.0220588235294117,0.0,0.0,0.0,0.9411764705882352,136.0,0.0,0.0,0.0,0.0,2.0,0.0,106.0,0.0,0.0,32.0,0.0,0.0,0.0,143.0,272.0,11.0,281.0,2.0,0.0,283.0,0.0
xn74wd,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,360.0,0.0,0.0,44.0,0.0,0.0,0.0,94.0,504.0,4.0,508.0,0.0,0.0,508.0,0.0
xn74we,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,80.0,0.0,0.0,0.0,36.0,516.0,0.0,516.0,0.0,0.0,516.0,0.0
xn74wf,0.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,73.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,346.0,0.0,0.0,10.0,0.0,0.0,0.0,113.0,476.0,1.0,475.0,2.0,0.0,477.0,0.0
xn74wr,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,37.0,2.0,165.0,0.0,0.0,76.0,0.0,0.0,0.0,75.0,300.0,55.0,331.0,24.0,0.0,345.0,10.0
xn74wv,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.2692307692307692,0.7307692307692307,0.0,0.0,0.0,0.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.358974358974359,0.6410256410256411,0.0,0.0,0.0,0.0,39.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,6.0,0.0,0.0,0.0,18.0,72.0,0.0,72.0,0.0,0.0,72.0,0.0
xn74wy,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,2.0,0.0,8.0,0.0,0.0,0.0,44.0,140.0,6.0,142.0,4.0,0.0,146.0,0.0
xn74wz,1.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,22.0,1.0,164.0,22.0,0.0,10.0,0.0,0.0,0.0,42.0,248.0,13.0,255.0,6.0,0.0,261.0,0.0
xn74x0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,66.0,0.0,0.0,0.0,52.0,268.0,0.0,264.0,4.0,0.0,268.0,0.0
xn74x2,0.4166666666666667,0.0,0.0,0.0,0.0,0.5833333333333334,12.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,18.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,9.0,0.5,0.0,0.0,0.0,0.0,0.5,8.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.6923076923076923,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,32.0,0.0,0.0,0.0,112.0,234.0,0.0,232.0,2.0,0.0,234.0,0.0
xn74x3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,60.0,0.0,0.0,0.0,89.0,400.0,1.0,395.0,6.0,0.0,401.0,0.0
xn74x5,0.0,0.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,200.0,0.0,0.0,24.0,0.0,0.0,0.0,70.0,308.0,0.0,294.0,14.0,0.0,308.0,0.0
xn74x6,0.0,0.0,0.0,0.0,1.0,0.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,46.0,0.0,0.0,0.0,72.0,228.0,0.0,228.0,0.0,0.0,228.0,0.0
xn74x7,0.25,0.0,0.1057692307692307,0.2307692307692307,0.0192307692307692,0.3942307692307692,104.0,0.1052631578947368,0.0,0.1052631578947368,0.0526315789473684,0.0,0.7368421052631579,38.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0555555555555555,0.0,0.2222222222222222,0.0833333333333333,0.0277777777777777,0.6111111111111112,36.0,0.0508474576271186,0.0,0.1186440677966101,0.3898305084745763,0.0169491525423728,0.423728813559322,59.0,0.6410256410256411,0.0,0.0,0.0,0.0,0.358974358974359,39.0,0.0,0.0,0.0,0.0,18.0,0.0,204.0,0.0,0.0,30.0,0.0,0.0,0.0,47.0,298.0,1.0,291.0,8.0,0.0,299.0,0.0
xn74x8,0.0,0.0,0.6363636363636364,0.3636363636363636,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,4.0,0.0,0.0,0.5555555555555556,0.4444444444444444,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,141.0,0.0,0.0,30.0,0.0,0.0,0.0,142.0,328.0,3.0,315.0,16.0,0.0,329.0,2.0
xn74xd,0.0,0.0,1.0,0.0,0.0,0.0,205.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0,132.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,60.0,0.0,0.0,16.0,0.0,0.0,0.0,42.0,128.0,0.0,128.0,0.0,0.0,128.0,0.0
xn74xe,0.3894736842105263,0.0,0.3263157894736842,0.0,0.1578947368421052,0.1263157894736842,95.0,0.2,0.0,0.3333333333333333,0.0,0.4666666666666667,0.0,15.0,0.7027027027027027,0.0,0.1351351351351351,0.0,0.027027027027027,0.1351351351351351,37.0,0.1956521739130435,0.0,0.4347826086956521,0.0,0.2826086956521739,0.0869565217391304,46.0,0.0833333333333333,0.0,0.4583333333333333,0.0,0.3333333333333333,0.125,24.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,39.0,4.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,148.0,34.0,162.0,20.0,0.0,182.0,0.0
xn74xf,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,42.0,0.0,42.0,0.0,0.0,42.0,0.0
xn74xg,0.5672937771345875,0.0,0.0,0.0,0.0,0.4327062228654124,691.0,0.683206106870229,0.0,0.0,0.0,0.0,0.3167938931297709,262.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,138.0,0.302158273381295,0.0,0.0,0.0,0.0,0.697841726618705,139.0,0.5165876777251185,0.0,0.0,0.0,0.0,0.4834123222748815,211.0,0.8043010752688172,0.0,0.0,0.0,0.0,0.1956989247311828,465.0,0.0,0.0,0.0,0.0,16.0,0.0,112.0,0.0,0.0,18.0,0.0,0.0,0.0,63.0,198.0,11.0,189.0,20.0,0.0,209.0,0.0
xn74xj,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,70.0,0.0,0.0,0.0,34.0,252.0,0.0,252.0,0.0,0.0,252.0,0.0
xn74xk,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,234.0,0.0,0.0,24.0,0.0,0.0,0.0,38.0,298.0,0.0,292.0,6.0,0.0,298.0,0.0
xn74xn,0.2369668246445497,0.0,0.0,0.0,0.0,0.7630331753554502,211.0,0.2285714285714285,0.0,0.0,0.0,0.0,0.7714285714285715,140.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,0.2409638554216867,0.0,0.0,0.0,0.0,0.7590361445783133,83.0,0.4039735099337748,0.0,0.0,0.0,0.0,0.5960264900662252,151.0,0.0222222222222222,0.0,0.0,0.0,0.0,0.9777777777777776,45.0,0.0,0.0,0.0,0.0,18.0,0.0,159.0,0.0,0.0,20.0,0.0,0.0,0.0,64.0,256.0,5.0,237.0,24.0,0.0,260.0,1.0
xn74xq,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,194.0,0.0,0.0,10.0,0.0,0.0,0.0,78.0,292.0,0.0,264.0,28.0,0.0,292.0,0.0
xn74xu,0.1616702355460385,0.006423982869379,0.0,0.0,0.0,0.8319057815845824,934.0,0.2303370786516854,0.0112359550561797,0.0,0.0,0.0,0.7584269662921348,356.0,0.08,0.0,0.0,0.0,0.0,0.92,325.0,0.1209439528023598,0.0029498525073746,0.0,0.0,0.0,0.8761061946902655,339.0,0.2520491803278688,0.0184426229508196,0.0,0.0,0.0,0.7295081967213115,488.0,0.3115942028985507,0.0,0.0,0.0,0.0,0.6884057971014492,138.0,0.0,0.0,0.0,0.0,24.0,0.0,214.0,0.0,0.0,120.0,0.0,0.0,0.0,159.0,476.0,41.0,511.0,6.0,0.0,517.0,0.0
xn74xv,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,146.0,0.0,0.0,70.0,0.0,0.0,0.0,22.0,238.0,4.0,242.0,0.0,0.0,242.0,0.0
