geohash,Commercial/Services_weekday,Culture & Leisure_weekday,Educational_weekday,Healthcare & Welfare_weekday,Residential_weekday,Transportation_weekday,count_weekday,major_category_weekday,Commercial/Services_holiday,Culture & Leisure_holiday,Educational_holiday,Healthcare & Welfare_holiday,Residential_holiday,Transportation_holiday,count_holiday,major_category_holiday,Commercial/Services_morning,Culture & Leisure_morning,Educational_morning,Healthcare & Welfare_morning,Residential_morning,Transportation_morning,count_morning,major_category_morning,Commercial/Services_afternoon,Culture & Leisure_afternoon,Educational_afternoon,Healthcare & Welfare_afternoon,Residential_afternoon,Transportation_afternoon,count_afternoon,major_category_afternoon,Commercial/Services_evening,Culture & Leisure_evening,Educational_evening,Healthcare & Welfare_evening,Residential_evening,Transportation_evening,count_evening,major_category_evening,Commercial/Services_night,Culture & Leisure_night,Educational_night,Healthcare & Welfare_night,Residential_night,Transportation_night,count_night,major_category_night
xn74wy,0.0,0.0,0.0,0.0,0.0,1.0,34.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,45.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,14.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,25.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,34.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,6.0,Transportation
xn74wz,1.0,0.0,0.0,0.0,0.0,0.0,25.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,11.0,Commercial/Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,19.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,4.0,Commercial/Services
xn74x0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,8.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,5.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,5.0,Commercial/Services
xn74x2,0.4166666666666667,0.0,0.0,0.0,0.0,0.5833333333333334,12.0,Transportation,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,18.0,Transportation,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,9.0,Transportation,0.5,0.0,0.0,0.0,0.0,0.5,8.0,Commercial/Services,0.3076923076923077,0.0,0.0,0.0,0.0,0.6923076923076923,13.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xn74x3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,5.0,Commercial/Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Commercial/Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xn74x5,0.0,0.0,0.0,0.0,0.0,1.0,32.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,18.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,32.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,8.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,8.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Transportation
xn74x6,0.0,0.0,0.0,0.0,1.0,0.0,38.0,Residential,0.0,0.0,0.0,0.0,1.0,0.0,15.0,Residential,0.0,0.0,0.0,0.0,1.0,0.0,2.0,Residential,0.0,0.0,0.0,0.0,1.0,0.0,4.0,Residential,0.0,0.0,0.0,0.0,1.0,0.0,5.0,Residential,0.0,0.0,0.0,0.0,1.0,0.0,42.0,Residential
xn74x7,0.25,0.0,0.10576923076923077,0.23076923076923078,0.019230769230769232,0.3942307692307692,104.0,Transportation,0.10526315789473684,0.0,0.10526315789473684,0.05263157894736842,0.0,0.7368421052631579,38.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,8.0,Transportation,0.05555555555555555,0.0,0.2222222222222222,0.08333333333333333,0.027777777777777776,0.6111111111111112,36.0,Transportation,0.05084745762711865,0.0,0.11864406779661017,0.3898305084745763,0.01694915254237288,0.423728813559322,59.0,Transportation,0.6410256410256411,0.0,0.0,0.0,0.0,0.358974358974359,39.0,Commercial/Services
xn74x8,0.0,0.0,0.6363636363636364,0.36363636363636365,0.0,0.0,11.0,Educational,0.0,0.0,0.0,1.0,0.0,0.0,4.0,Healthcare & Welfare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0.5,0.0,0.0,4.0,Educational,0.0,0.0,0.5555555555555556,0.4444444444444444,0.0,0.0,9.0,Educational,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Healthcare & Welfare
xn74xd,0.0,0.0,1.0,0.0,0.0,0.0,205.0,Educational,0.0,0.0,1.0,0.0,0.0,0.0,15.0,Educational,0.0,0.0,1.0,0.0,0.0,0.0,46.0,Educational,0.0,0.0,1.0,0.0,0.0,0.0,132.0,Educational,0.0,0.0,1.0,0.0,0.0,0.0,42.0,Educational,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xn74xe,0.3894736842105263,0.0,0.3263157894736842,0.0,0.15789473684210525,0.12631578947368421,95.0,Commercial/Services,0.2,0.0,0.3333333333333333,0.0,0.4666666666666667,0.0,15.0,Residential,0.7027027027027027,0.0,0.13513513513513514,0.0,0.02702702702702703,0.13513513513513514,37.0,Commercial/Services,0.1956521739130435,0.0,0.43478260869565216,0.0,0.2826086956521739,0.08695652173913043,46.0,Educational,0.08333333333333333,0.0,0.4583333333333333,0.0,0.3333333333333333,0.125,24.0,Educational,1.0,0.0,0.0,0.0,0.0,0.0,3.0,Commercial/Services
xn74xf,0.0,1.0,0.0,0.0,0.0,0.0,3.0,Culture & Leisure,0.0,1.0,0.0,0.0,0.0,0.0,7.0,Culture & Leisure,0.0,1.0,0.0,0.0,0.0,0.0,3.0,Culture & Leisure,0.0,1.0,0.0,0.0,0.0,0.0,5.0,Culture & Leisure,0.0,1.0,0.0,0.0,0.0,0.0,2.0,Culture & Leisure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xn74xg,0.5672937771345875,0.0,0.0,0.0,0.0,0.43270622286541244,691.0,Commercial/Services,0.683206106870229,0.0,0.0,0.0,0.0,0.31679389312977096,262.0,Commercial/Services,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,138.0,Transportation,0.302158273381295,0.0,0.0,0.0,0.0,0.697841726618705,139.0,Transportation,0.5165876777251185,0.0,0.0,0.0,0.0,0.4834123222748815,211.0,Commercial/Services,0.8043010752688172,0.0,0.0,0.0,0.0,0.1956989247311828,465.0,Commercial/Services
xn74xj,0.0,0.0,1.0,0.0,0.0,0.0,4.0,Educational,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Educational,0.0,0.0,1.0,0.0,0.0,0.0,3.0,Educational,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xn74xk,0.0,0.0,0.0,0.0,1.0,0.0,11.0,Residential,0.0,0.0,0.0,0.0,1.0,0.0,3.0,Residential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,Residential,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Residential,0.0,0.0,0.0,0.0,1.0,0.0,11.0,Residential
xn74xn,0.23696682464454977,0.0,0.0,0.0,0.0,0.7630331753554502,211.0,Transportation,0.22857142857142856,0.0,0.0,0.0,0.0,0.7714285714285715,140.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,72.0,Transportation,0.24096385542168675,0.0,0.0,0.0,0.0,0.7590361445783133,83.0,Transportation,0.40397350993377484,0.0,0.0,0.0,0.0,0.5960264900662252,151.0,Transportation,0.022222222222222223,0.0,0.0,0.0,0.0,0.9777777777777777,45.0,Transportation
xn74xq,0.0,1.0,0.0,0.0,0.0,0.0,7.0,Culture & Leisure,0.0,1.0,0.0,0.0,0.0,0.0,3.0,Culture & Leisure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,Culture & Leisure,0.0,1.0,0.0,0.0,0.0,0.0,8.0,Culture & Leisure
xn74xu,0.16167023554603854,0.006423982869379015,0.0,0.0,0.0,0.8319057815845824,934.0,Transportation,0.2303370786516854,0.011235955056179775,0.0,0.0,0.0,0.7584269662921348,356.0,Transportation,0.08,0.0,0.0,0.0,0.0,0.92,325.0,Transportation,0.12094395280235988,0.0029498525073746312,0.0,0.0,0.0,0.8761061946902655,339.0,Transportation,0.2520491803278688,0.018442622950819672,0.0,0.0,0.0,0.7295081967213115,488.0,Transportation,0.3115942028985507,0.0,0.0,0.0,0.0,0.6884057971014492,138.0,Transportation
xn74xv,0.0,0.0,0.0,0.0,0.0,1.0,5.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,14.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,4.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,5.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,8.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Transportation
xn74xw,0.2,0.0,0.0,0.0,0.0,0.8,40.0,Transportation,0.18181818181818182,0.0,0.0,0.0,0.0,0.8181818181818182,22.0,Transportation,0.058823529411764705,0.0,0.0,0.0,0.0,0.9411764705882353,17.0,Transportation,0.29411764705882354,0.0,0.0,0.0,0.0,0.7058823529411765,17.0,Transportation,0.2222222222222222,0.0,0.0,0.0,0.0,0.7777777777777778,18.0,Transportation,0.2,0.0,0.0,0.0,0.0,0.8,10.0,Transportation
xn74y0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Commercial/Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xn74y1,0.0,0.7105263157894737,0.0,0.0,0.0,0.2894736842105263,38.0,Culture & Leisure,0.0,0.5555555555555556,0.0,0.0,0.0,0.4444444444444444,27.0,Culture & Leisure,0.0,0.16666666666666666,0.0,0.0,0.0,0.8333333333333334,6.0,Transportation,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,12.0,Culture & Leisure,0.0,0.5833333333333334,0.0,0.0,0.0,0.4166666666666667,24.0,Culture & Leisure,0.0,0.8260869565217391,0.0,0.0,0.0,0.17391304347826086,23.0,Culture & Leisure
xn74y2,0.0,0.0,0.0,0.0,0.0,1.0,46.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,10.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,38.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,4.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,12.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Transportation
xn74y4,0.0,0.0,0.0,0.0,0.0,1.0,32.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,11.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,18.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,7.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,11.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,7.0,Transportation
xn74y5,0.0,0.0,0.0,0.0,0.0,1.0,5.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,3.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,3.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xn74y6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Transportation
xn74yb,0.1724137931034483,0.0,0.0,0.0,0.0,0.8275862068965517,29.0,Transportation,0.4444444444444444,0.0,0.0,0.0,0.0,0.5555555555555556,36.0,Transportation,0.1,0.0,0.0,0.0,0.0,0.9,10.0,Transportation,0.2857142857142857,0.0,0.0,0.0,0.0,0.7142857142857143,14.0,Transportation,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,30.0,Transportation,0.5454545454545454,0.0,0.0,0.0,0.0,0.45454545454545453,11.0,Commercial/Services
xn74yc,1.0,0.0,0.0,0.0,0.0,0.0,7.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,4.0,Commercial/Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,6.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Commercial/Services
xn74yd,0.0,0.0,0.0,0.0,0.0,1.0,6.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,4.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,4.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,5.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xn74yg,0.3717948717948718,0.0,0.0,0.0,0.0,0.6282051282051282,78.0,Transportation,0.13793103448275862,0.0,0.0,0.0,0.0,0.8620689655172413,145.0,Transportation,0.2413793103448276,0.0,0.0,0.0,0.0,0.7586206896551724,29.0,Transportation,0.24489795918367346,0.0,0.0,0.0,0.0,0.7551020408163265,98.0,Transportation,0.18055555555555555,0.0,0.0,0.0,0.0,0.8194444444444444,72.0,Transportation,0.20833333333333334,0.0,0.0,0.0,0.0,0.7916666666666666,24.0,Transportation
xn74yh,0.8,0.0,0.0,0.0,0.0,0.2,10.0,Commercial/Services,0.9873417721518988,0.0,0.0,0.0,0.0,0.012658227848101266,79.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,10.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,58.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,18.0,Commercial/Services,0.0,0.0,0.0,0.0,0.0,1.0,3.0,Transportation
