src,dst,distance_km,weight
4cc9a5760f7bef3b5f9c7fdd,4adfb640f964a520e57c21e3,0.03413,0.9669964124433098
4cc9a5760f7bef3b5f9c7fdd,4aa9386ef964a5208b5220e3,0.04488,0.9570476992573309
4cc9a5760f7bef3b5f9c7fdd,4ae6f117f964a520a6a721e3,0.09126,0.9163719003720471
3fd66200f964a52074e71ee3,4e8a2aa061aff1e909c59333,0.03778,0.9635953670334754
3fd66200f964a52074e71ee3,4f297313754afd81930ef192,0.04304,0.9587360024543642
3fd66200f964a52074e71ee3,42829c80f964a5206a221fe3,0.04779,0.9543897154964258
3fd66200f964a52074e71ee3,4ed6316a2c5b3d826e649dbf,0.04831,0.953916303383541
3fd66200f964a52074e71ee3,4b82fa73f964a52090f030e3,0.05064,0.9518008071270845
3fd66200f964a52074e71ee3,4bf1ab8da09076b01fe829d4,0.06444,0.9394611250986433
4ad778a8f964a520030b21e3,4079dc00f964a52070f21ee3,0.05473,0.9481099428289705
4ad778a8f964a520030b21e3,4baa1906f964a520714a3ae3,0.07848,0.9272309175877161
4ad778a8f964a520030b21e3,4ca9e4d897c8a1cdef2593a5,0.08409,0.922432639356511
4ad778a8f964a520030b21e3,4a70539cf964a52049d71fe3,0.08804,0.9190838572111321
4ad778a8f964a520030b21e3,4ae1b6c2f964a520eb8621e3,0.09919,0.909760823879402
49e17f24f964a520d1611fe3,4afc15ebf964a520cf1f22e3,0.01263,0.9875275273298244
49e17f24f964a520d1611fe3,45938647f964a52045401fe3,0.05685,0.9462080711548468
49e17f24f964a520d1611fe3,49de37c5f964a52036601fe3,0.06747,0.9367944766597657
49e17f24f964a520d1611fe3,45112af0f964a5208d391fe3,0.08439,0.9221774453840408
49e17f24f964a520d1611fe3,4a5e4c09f964a52055be1fe3,0.08443,0.9221434301891316
49e17f24f964a520d1611fe3,4de3cbd8e4cd056f74638556,0.09329,0.9146703985218926
4ace6c89f964a52078d020e3,4b53b0fcf964a520ffa727e3,0.097,0.9115770282588879
4a3df25ff964a520c2a21fe3,49da74aef964a5208b5e1fe3,0.0434,0.9584052137243626
4a3df25ff964a520c2a21fe3,4a6b59fbf964a5208ace1fe3,0.08561,0.9211411096065807
4a3df25ff964a520c2a21fe3,4ecc005a9a52a6808627e69c,0.0922,0.9155832265152902
4a3df25ff964a520c2a21fe3,3fd66200f964a520f7e51ee3,0.09442,0.9137259918495642
4b8f50d9f964a520365133e3,4c176109f693b7139f0f5f54,0.05287,0.9497848737261011
4b8f50d9f964a520365133e3,4bd76168e914a593ed1b51fa,0.09574,0.9126252578166354
4cbfbedea0c4f04d1e085731,4ad68321f964a5208e0721e3,0.00056,0.9994403134244824
4cbfbedea0c4f04d1e085731,4ecc046b0e61aaf0384f19c4,0.03458,0.9665758085406638
4cbfbedea0c4f04d1e085731,42717900f964a5206c211fe3,0.04047,0.9611041164089306
4cbfbedea0c4f04d1e085731,4cc5fbdd306e224bd829a66c,0.05297,0.9496946731625783
4cbfbedea0c4f04d1e085731,48a1f305f964a5208d511fe3,0.08157,0.9245818578547852
4cbfbedea0c4f04d1e085731,4507026bf964a52019391fe3,0.09274,0.9151307721873455
44d9e8dbf964a5208a361fe3,49bd4e25f964a52067541fe3,0.01169,0.9884450770492937
44d9e8dbf964a5208a361fe3,4aa044d9f964a520ee3e20e3,0.03093,0.9699979630042778
44d9e8dbf964a5208a361fe3,4ae30a56f964a520139021e3,0.03652,0.9647667194072475
44d9e8dbf964a5208a361fe3,4fd0c125771612796641f8b7,0.04287,0.9588922876293307
44d9e8dbf964a5208a361fe3,4a03248cf964a52091711fe3,0.04848,0.9537616358919578
44d9e8dbf964a5208a361fe3,4ef0e7cf7beb5932d5bdeb4e,0.04884,0.9534342702414096
44d9e8dbf964a5208a361fe3,4555bea7f964a520253d1fe3,0.07157,0.9332101495935871
44d9e8dbf964a5208a361fe3,4a68933bf964a52094ca1fe3,0.07421,0.9309166736485418
44d9e8dbf964a5208a361fe3,4fe203d8e4b09e457c0a37cf,0.07578,0.9295580880849245
44d9e8dbf964a5208a361fe3,46ff98a7f964a520234b1fe3,0.07585,0.9294976065436632
44d9e8dbf964a5208a361fe3,4e6bec791850d2c68ce190ce,0.07761,0.9279795102124145
4ad71c45f964a520b50821e3,4b61f328f964a520082d2ae3,0.06834,0.9360316004268303
4ad71c45f964a520b50821e3,4e8b3f4a49018e036104ed85,0.07316,0.9318275000931826
49f75667f964a5208b6c1fe3,4a3648e2f964a520799d1fe3,0.03471,0.9664543688569744
49f75667f964a5208b6c1fe3,4e838ce193ad6c49304782dc,0.04834,0.9538890054753228
49f75667f964a5208b6c1fe3,4fae5867e4b091b462a96176,0.05564,0.9472926376416203
49f75667f964a5208b6c1fe3,49d7aaf5f964a5204a5d1fe3,0.05577,0.9471759947715884
49f75667f964a5208b6c1fe3,4c374bf80a71c9b6f2893ec9,0.09622,0.912225648136323
42829c80f964a52025221fe3,4d6fd49071d3a14384054250,0.06885,0.9355849745053094
4bad3de2f964a520233d3be3,4eaf491e02d521a7a7c343ed,0.03091,0.9700167812903163
41102700f964a520d60b1fe3,4d41bfa200e8a35d1e4207fb,0.04971,0.9526440635985177
4de3cbd8e4cd056f74638556,4ad55410f964a520d60221e3,0.0123,0.9878494517435543
4de3cbd8e4cd056f74638556,45938647f964a52045401fe3,0.06417,0.9396994841049832
4de3cbd8e4cd056f74638556,4a5e4c09f964a52055be1fe3,0.07752,0.9280570198232979
4de3cbd8e4cd056f74638556,4d6c1167df3d6ea8db37d926,0.08046,0.9255317179719749
4de3cbd8e4cd056f74638556,49e17f24f964a520d1611fe3,0.09329,0.9146703985218926
4de3cbd8e4cd056f74638556,4afc15ebf964a520cf1f22e3,0.09477,0.9134338719548398
4de3cbd8e4cd056f74638556,45112af0f964a5208d391fe3,0.09529,0.9130002099900482
4be4a85d910020a1a00ed214,4afd738bf964a520e92722e3,0.03529,0.9659129326082546
4be4a85d910020a1a00ed214,43a72ba0f964a520672c1fe3,0.0569,0.946163307786924
4be4a85d910020a1a00ed214,4bd73de632a29521cc1dd6b8,0.05826,0.9449473664316898
4be4a85d910020a1a00ed214,4a20b852f964a520b97c1fe3,0.0599,0.9434852344560807
4be4a85d910020a1a00ed214,44c91345f964a520f3351fe3,0.06352,0.9402738077328118
4be4a85d910020a1a00ed214,45312392f964a5206e3b1fe3,0.06552,0.9385088970643441
4be4a85d910020a1a00ed214,4a46542ff964a520afa81fe3,0.06755,0.936724275209592
4be4a85d910020a1a00ed214,4b4f4015f964a520b5fe26e3,0.08113,0.9249581456439097
4be4a85d910020a1a00ed214,3fd66200f964a520def11ee3,0.08155,0.9245989552031806
4be4a85d910020a1a00ed214,43bba61df964a520eb2c1fe3,0.08819,0.9189571674064272
4be4a85d910020a1a00ed214,4b9ff08af964a5202a4c37e3,0.09718,0.9114274777155982
4a833fa5f964a5207efa1fe3,4ec56c366c254debeb50c1c4,0.01401,0.9861835682093865
4a833fa5f964a5207efa1fe3,4ab7e0d7f964a520417b20e3,0.01448,0.9857266777068054
4a833fa5f964a5207efa1fe3,43bba61df964a520eb2c1fe3,0.03122,0.9697251798840208
4a833fa5f964a5207efa1fe3,509aaca2fe70fdaaea894fd3,0.05573,0.9472118818258456
4a833fa5f964a5207efa1fe3,3fd66200f964a520def11ee3,0.06814,0.9362068642687288
4a833fa5f964a5207efa1fe3,44c91345f964a520f3351fe3,0.08503,0.9216335032211092
4a833fa5f964a5207efa1fe3,4ad8add6f964a520a61321e3,0.08555,0.9211920224770853
4a833fa5f964a5207efa1fe3,4a46542ff964a520afa81fe3,0.08777,0.9193119869089974
4a833fa5f964a5207efa1fe3,45312392f964a5206e3b1fe3,0.09043,0.9170694129838688
4a833fa5f964a5207efa1fe3,4a20b852f964a520b97c1fe3,0.09139,0.9162627475054747
4a833fa5f964a5207efa1fe3,4b4f4015f964a520b5fe26e3,0.09173,0.915977393677924
4ab7e0d7f964a520417b20e3,4ec56c366c254debeb50c1c4,0.00761,0.9924474747174007
4ab7e0d7f964a520417b20e3,4a833fa5f964a5207efa1fe3,0.01448,0.9857266777068054
4ab7e0d7f964a520417b20e3,509aaca2fe70fdaaea894fd3,0.04143,0.9602181615663078
4ab7e0d7f964a520417b20e3,43bba61df964a520eb2c1fe3,0.04427,0.9576067492123684
4ab7e0d7f964a520417b20e3,3fd66200f964a520def11ee3,0.06203,0.9415929870154327
4ab7e0d7f964a520417b20e3,4ad8add6f964a520a61321e3,0.07232,0.9325574455386453
4ab7e0d7f964a520417b20e3,4a20b852f964a520b97c1fe3,0.08859,0.9186194986174777
4ab7e0d7f964a520417b20e3,44c91345f964a520f3351fe3,0.09701,0.9115687186078523
4a3ffdc5f964a5202da41fe3,4a523c9df964a5206cb11fe3,0.00635,0.9936900680677696
4a3ffdc5f964a5202da41fe3,4a749103f964a520a2de1fe3,0.01699,0.9832938376975191
4a3ffdc5f964a5202da41fe3,4a5519d5f964a520adb31fe3,0.02838,0.9724031972617125
4a3ffdc5f964a5202da41fe3,4e093bd38130709eafbd7030,0.03654,0.9647481042699751
4a3ffdc5f964a5202da41fe3,3fd66200f964a52061e41ee3,0.03664,0.9646550393579256
4a3ffdc5f964a5202da41fe3,3fd66200f964a52028e41ee3,0.03682,0.9644875677552516
4a3ffdc5f964a5202da41fe3,49be9addf964a520c4541fe3,0.04767,0.9544990311834832
4a3ffdc5f964a5202da41fe3,49e34b16f964a5206f621fe3,0.04919,0.9531162134599072
4a3ffdc5f964a5202da41fe3,49c27575f964a520f1551fe3,0.06501,0.9389583196401912
4a3ffdc5f964a5202da41fe3,3fd66200f964a52015e91ee3,0.06664,0.9375234380859521
4a3ffdc5f964a5202da41fe3,43fe1ba4f964a520f82f1fe3,0.06719,0.9370402646201706
4a3ffdc5f964a5202da41fe3,3fd66200f964a5204ee41ee3,0.07272,0.9322097098963383
4a3ffdc5f964a5202da41fe3,4a021207f964a52029711fe3,0.08329,0.9231138476308283
4a3ffdc5f964a5202da41fe3,4b998a8ff964a520098235e3,0.09791,0.9108214698836882
4b0737c3f964a520e4f922e3,4e7c7dfafa76b7bcf9bcb4b1,0.02588,0.9747728779194449
4b0737c3f964a520e4f922e3,44510be3f964a520a0321fe3,0.05254,0.9500826571911756
4b0737c3f964a520e4f922e3,4ab52081f964a520a57220e3,0.05397,0.9487936089262502
4b0737c3f964a520e4f922e3,4c1fb303bd9d95211254983f,0.06519,0.9387996507665298
4b0737c3f964a520e4f922e3,40afe980f964a5203bf31ee3,0.0816,0.9245562130177516
4b0737c3f964a520e4f922e3,475bc01bf964a520d44c1fe3,0.08339,0.9230286415787481
4a4108e6f964a520b6a41fe3,4bb751a3f562ef3baf3a3197,0.01827,0.9820578039223389
4a4108e6f964a520b6a41fe3,4b395c58f964a5204e5b25e3,0.02041,0.9799982360031751
4a4108e6f964a520b6a41fe3,4a498225f964a52064ab1fe3,0.02656,0.9741271820448879
4a4108e6f964a520b6a41fe3,4e031ac452b10583352d4e83,0.03445,0.9666972787471603
4a4108e6f964a520b6a41fe3,49b6d0b4f964a52012531fe3,0.038,0.9633911368015414
4a4108e6f964a520b6a41fe3,4f15b382e4b0725660ea9f31,0.04587,0.9561417767026494
4a4108e6f964a520b6a41fe3,4bc4ac4cb492d13a755faa60,0.05163,0.9509047859037874
4a4108e6f964a520b6a41fe3,4a3fbfacf964a520eaa31fe3,0.06079,0.9426936528436355
4a4108e6f964a520b6a41fe3,40e74880f964a520150a1fe3,0.08699,0.919971664872722
4a4108e6f964a520b6a41fe3,4ac18b00f964a520719720e3,0.09861,0.9102411228734492
4a4108e6f964a520b6a41fe3,4c45dea9429a0f4725bd4a1e,0.09968,0.9093554488578496
4e028dacb0fb88a1209ac864,4a888403f964a520bb0620e3,0.01323,0.9869427474512202
4e028dacb0fb88a1209ac864,4c5c076c7735c9b6af0e8b72,0.043,0.9587727708533078
4e028dacb0fb88a1209ac864,4c2b5aaab34ad13af699e9ce,0.05069,0.9517555130438093
4e028dacb0fb88a1209ac864,4a5d186ff964a5202bbd1fe3,0.05606,0.9469158949302123
4e028dacb0fb88a1209ac864,466ec638f964a520b7471fe3,0.05849,0.9447420381864733
4e028dacb0fb88a1209ac864,49a5746cf964a5209c521fe3,0.0621,0.9415309292910272
4e028dacb0fb88a1209ac864,3fd66200f964a5201deb1ee3,0.06592,0.9381567096967878
4e028dacb0fb88a1209ac864,4c066dde1cead13a9bd4a1db,0.08883,0.9184170164304805
4e028dacb0fb88a1209ac864,4a49212cf964a52004ab1fe3,0.0894,0.9179364787956674
4e028dacb0fb88a1209ac864,4a7c5f48f964a52065ec1fe3,0.09063,0.9169012405673785
4e56dcb252b1d8d4e3115217,4b959293f964a5201eaa34e3,0.07384,0.9312374282947181
49b7ed6df964a52030531fe3,4b4b7d50f964a520c29d26e3,0.01296,0.9872058126678249
49b7ed6df964a52030531fe3,428a8580f964a52083231fe3,0.05038,0.9520364058721604
49b7ed6df964a52030531fe3,4b55fb4af964a5203efa27e3,0.07074,0.9339335412892018
49b7ed6df964a52030531fe3,4a60eb5ef964a52078c11fe3,0.09966,0.9093719877052907
4a847222f964a520a1fc1fe3,441e57d6f964a52077311fe3,0.01592,0.9843294747617923
4a847222f964a520a1fc1fe3,4a60eb5ef964a52078c11fe3,0.07615,0.9292384890582168
4a847222f964a520a1fc1fe3,507ed1dde4b007b0cc971931,0.08733,0.9196839965787756
4a847222f964a520a1fc1fe3,50aeda7b7ab4aecf17b12bd6,0.08804,0.9190838572111321
4a847222f964a520a1fc1fe3,4c34d1323896e21e1e35ec90,0.09204,0.9157173729900004
4a523c9df964a5206cb11fe3,4a3ffdc5f964a5202da41fe3,0.00635,0.9936900680677696
4a523c9df964a5206cb11fe3,4a749103f964a520a2de1fe3,0.01078,0.9893349690338155
4a523c9df964a5206cb11fe3,4a5519d5f964a520adb31fe3,0.0262,0.9744689144416293
4a523c9df964a5206cb11fe3,4e093bd38130709eafbd7030,0.04012,0.9614275275929701
4a523c9df964a5206cb11fe3,3fd66200f964a52061e41ee3,0.04121,0.9604210485877008
4a523c9df964a5206cb11fe3,3fd66200f964a52028e41ee3,0.04232,0.9593982654079363
4a523c9df964a5206cb11fe3,49e34b16f964a5206f621fe3,0.04768,0.9544899205864387
4a523c9df964a5206cb11fe3,49be9addf964a520c4541fe3,0.05308,0.9495954723287879
4a523c9df964a5206cb11fe3,43fe1ba4f964a520f82f1fe3,0.06286,0.9408576858664359
4a523c9df964a5206cb11fe3,49c27575f964a520f1551fe3,0.06745,0.9368120286664481
4a523c9df964a5206cb11fe3,3fd66200f964a52015e91ee3,0.07135,0.9334017827974052
4a523c9df964a5206cb11fe3,3fd66200f964a5204ee41ee3,0.07678,0.9286948123107783
4a523c9df964a5206cb11fe3,4a021207f964a52029711fe3,0.08859,0.9186194986174777
4a523c9df964a5206cb11fe3,4b998a8ff964a520098235e3,0.0935,0.9144947416552356
4bdb71243904a593177b4a9e,49cbb6f9f964a5200f591fe3,0.05599,0.9469786645706872
4ad3d174f964a5207be620e3,4d5b409222ad2d43527ce695,0.02527,0.9753528338876589
4ad3d174f964a5207be620e3,4aa868abf964a520295120e3,0.0731,0.9318796011555307
4ad3d174f964a5207be620e3,3fd66200f964a5207ae51ee3,0.09306,0.9148628620569778
4ada106af964a520ed1d21e3,3fd66200f964a52000e71ee3,0.03158,0.9693867659318716
4ada106af964a520ed1d21e3,4d33d64b6c7c721ea10fbd56,0.03899,0.9624731710603566
4ada106af964a520ed1d21e3,4db9f3a50437ffd207981bfa,0.03941,0.962084259339433
4ada106af964a520ed1d21e3,3fd66200f964a520e7e61ee3,0.03957,0.9619361851534768
4ada106af964a520ed1d21e3,3fd66200f964a520f2e61ee3,0.04835,0.9538799065197693
4ada106af964a520ed1d21e3,49b1f97af964a520dd521fe3,0.06709,0.9371280772943237
4ada106af964a520ed1d21e3,3fd66200f964a520f6e61ee3,0.06956,0.9349639103930588
4ada106af964a520ed1d21e3,4cc3a87a1e596dcbe665cc67,0.07548,0.9298173838658088
4ada106af964a520ed1d21e3,42f15a80f964a520bf261fe3,0.09099,0.9165986855974849
4ada106af964a520ed1d21e3,3fd66200f964a5200ae71ee3,0.09559,0.9127502076506722
4c176109f693b7139f0f5f54,4b8f50d9f964a520365133e3,0.05287,0.9497848737261011
4c176109f693b7139f0f5f54,4bd76168e914a593ed1b51fa,0.06216,0.9414777434661444
4aa9386ef964a5208b5220e3,4adfb640f964a520e57c21e3,0.01161,0.9885232451241092
4aa9386ef964a5208b5220e3,4a0e0f85f964a520bf751fe3,0.01337,0.9868063984526875
4aa9386ef964a5208b5220e3,4aa52d50f964a520834720e3,0.01449,0.985716961231752
4aa9386ef964a5208b5220e3,4cc9a5760f7bef3b5f9c7fdd,0.04488,0.9570476992573309
4aa9386ef964a5208b5220e3,4b7831d2f964a5205ebb2ee3,0.05156,0.9509680855110502
4aa9386ef964a5208b5220e3,4b97bb2cf964a520541235e3,0.07405,0.9310553512406313
4416912af964a52004311fe3,4a7f68e6f964a520eff31fe3,0.0387,0.962741888899586
4416912af964a52004311fe3,4b069e81f964a520cfed22e3,0.05264,0.9499924000607995
4416912af964a52004311fe3,505b53e6e4b0f6521ce2e15b,0.05618,0.9468083091897216
4416912af964a52004311fe3,3fd66200f964a520bce31ee3,0.07492,0.9303017899006437
4416912af964a52004311fe3,42911d00f964a520f5231fe3,0.08033,0.9256430905371507
4416912af964a52004311fe3,4b4bb51df964a520c5a426e3,0.08196,0.9242485858996635
4416912af964a52004311fe3,4dc433ced4c0ad9c0f6880d4,0.09765,0.9110372158702683
4b7831d2f964a5205ebb2ee3,4cc9a5760f7bef3b5f9c7fdd,0.00678,0.9932656588331115
4b7831d2f964a5205ebb2ee3,4b97bb2cf964a520541235e3,0.02585,0.9748013842179657
4b7831d2f964a5205ebb2ee3,4a0e0f85f964a520bf751fe3,0.03869,0.9627511577082672
4b7831d2f964a5205ebb2ee3,4aa52d50f964a520834720e3,0.03872,0.9627233518176216
4b7831d2f964a5205ebb2ee3,4adfb640f964a520e57c21e3,0.04089,0.9607163100807962
4b7831d2f964a5205ebb2ee3,4aa9386ef964a5208b5220e3,0.05156,0.9509680855110502
4b7831d2f964a5205ebb2ee3,4ae6f117f964a520a6a721e3,0.09012,0.9173302021795766
4459f9bff964a520e1321fe3,4c3df53e6faac9b6c48a0d76,0.06292,0.9408045760734579
4459f9bff964a520e1321fe3,4a5a0495f964a520a4b91fe3,0.06724,0.936996364454106
4459f9bff964a520e1321fe3,49c43598f964a520ad561fe3,0.0888,0.9184423218221895
4459f9bff964a520e1321fe3,4ae6f117f964a520a6a721e3,0.0965,0.9119927040583675
4459f9bff964a520e1321fe3,45ab7c7af964a52044411fe3,0.09856,0.9102825517040489
4e4e2e1662844166697bd28c,3fd66200f964a52019eb1ee3,0.02772,0.9730276729070175
4e4e2e1662844166697bd28c,4a95c741f964a5209e2420e3,0.04692,0.9551828219921292
4e4e2e1662844166697bd28c,4ab103f0f964a520c66720e3,0.04943,0.9528982399969507
4e4e2e1662844166697bd28c,4bc5f776db8fa59392819b37,0.0585,0.944733112895607
4e4e2e1662844166697bd28c,3fd66200f964a52025e41ee3,0.07656,0.9288845953778703
4e4e2e1662844166697bd28c,4a7c6d9bf964a52091ec1fe3,0.08703,0.919937812203895
4e4e2e1662844166697bd28c,4b3bf3f3f964a520187f25e3,0.0887,0.918526683200147
447bf8f1f964a520ec331fe3,4ad3b47ef964a520c3e520e3,0.03554,0.965679741970373
447bf8f1f964a520ec331fe3,49d18dfdf964a5208f5b1fe3,0.04424,0.9576342603232972
447bf8f1f964a520ec331fe3,4283ee00f964a520ce221fe3,0.04642,0.9556392270789932
447bf8f1f964a520ec331fe3,4577fb0bf964a520b03e1fe3,0.09361,0.9144027578387177
447bf8f1f964a520ec331fe3,4c72866657b6a1435ea6c5cc,0.09704,0.9115437905636987
4ee535472c5b5fc6cd1fd9d9,4ab04eb9f964a520fe6620e3,0.04633,0.9557214263186566
4ee535472c5b5fc6cd1fd9d9,4adc960bf964a520932d21e3,0.06421,0.9396641640277764
4ee535472c5b5fc6cd1fd9d9,3fd66200f964a5203ee41ee3,0.07586,0.9294889669659621
4ee535472c5b5fc6cd1fd9d9,47ea2d31f964a520644e1fe3,0.07811,0.9275491369155282
4ee535472c5b5fc6cd1fd9d9,4bb3ec359af3b7132dc48b28,0.09013,0.9173217873097703
41390580f964a520dc1a1fe3,4abd1192f964a520428820e3,0.01143,0.9886991685039992
41390580f964a520dc1a1fe3,44e9b421f964a520a5371fe3,0.02367,0.9768773139781374
41390580f964a520dc1a1fe3,4addb114f964a520556521e3,0.02627,0.9744024476989486
41390580f964a520dc1a1fe3,4be19a4a594bc928e006acbb,0.03137,0.9695841453600552
41390580f964a520dc1a1fe3,4b566d80f964a520f10f28e3,0.04455,0.957350055047628
41390580f964a520dc1a1fe3,4bc8903115a7ef3bc2507bda,0.04706,0.9550551066796553
41390580f964a520dc1a1fe3,4a871b30f964a5209a0220e3,0.06231,0.9413448051886925
41390580f964a520dc1a1fe3,40fc6080f964a5202e0b1fe3,0.07017,0.9344309782557911
4a01ee7bf964a52010711fe3,4a0b04dcf964a520ba741fe3,0.01447,0.9857363943734166
4a01ee7bf964a52010711fe3,49ee2410f964a52029681fe3,0.03431,0.9668281269638695
4aa42b50f964a520a44520e3,4b919713f964a52006c833e3,0.0194,0.9809691975671964
4aa42b50f964a520a44520e3,4c5ef77bfff99c74eda954d3,0.02431,0.9762669504349268
4aa42b50f964a520a44520e3,4c83a1e451ada1cd8c332710,0.03173,0.9692458298198172
4aa42b50f964a520a44520e3,4ab939f0f964a520967e20e3,0.03352,0.9675671491601517
4aa42b50f964a520a44520e3,4a02038bf964a52023711fe3,0.0411,0.9605225242531938
4aa42b50f964a520a44520e3,4b2a9723f964a520e6ab24e3,0.05339,0.9493160178091684
4aa42b50f964a520a44520e3,4ba8fa3df964a520ecff39e3,0.06099,0.942515952082489
4aa42b50f964a520a44520e3,4c0ab56f7e3fc9288c1df482,0.06222,0.9414245636497148
4aa42b50f964a520a44520e3,4da9e6adfc607fc998b7d3d6,0.06781,0.9364961931429749
4aa42b50f964a520a44520e3,4b0a9290f964a520352523e3,0.07046,0.9341778300917363
4aa42b50f964a520a44520e3,4f1af1e6e5e85dca13107267,0.07143,0.9333320888905482
4aa42b50f964a520a44520e3,4adf2ccff964a520057821e3,0.0756,0.9297136481963554
4aa42b50f964a520a44520e3,49d23a22f964a5209f5b1fe3,0.07964,0.926234670816198
4aa42b50f964a520a44520e3,4b6c43a2f964a5208a2c2ce3,0.07977,0.926123155857266
4aa42b50f964a520a44520e3,4a71e101f964a520c4d91fe3,0.08458,0.9220158955540393
4aa42b50f964a520a44520e3,50988e54e4b0fd23874c1700,0.08632,0.9205390676780323
